seed,config,edge_mae,ler_mae,lwr_mae
0,"(1.5, 20.0, 0.3, -0.3)",0.26115100551893505,0.054551709903679635,0.10817736986609017
0,"(1.5, 20.0, 0.3, -0.3)",0.2358486422343054,0.04042903203174186,0.07476229334008444
0,"(1.5, 20.0, 0.3, -0.3)",0.267583711116316,0.05152314977913175,0.10294703664006444
0,"(1.5, 20.0, 0.3, -0.3)",0.25123822571106025,0.029880030550752834,0.04706917485509399
0,"(1.5, 20.0, 0.3, -0.3)",0.24060285238141021,0.05430886168950877,0.1048510089729362
0,"(1.5, 20.0, 0.7, 0.0)",0.1723950259178887,0.025956443994279543,0.0018941551133067058
0,"(1.5, 20.0, 0.7, 0.0)",0.17654148508176562,0.00123346410088232,0.031396279187750675
0,"(1.5, 20.0, 0.7, 0.0)",0.1866190334162261,0.005914262741558596,0.001128026840616858
0,"(1.5, 20.0, 0.7, 0.0)",0.1852642853663625,0.01763421542949084,0.027081085353633405
0,"(1.5, 20.0, 0.7, 0.0)",0.1917633504571381,0.009019365983954142,0.03293152645130393
0,"(1.5, 20.0, 0.7, 0.0)",0.19097487606506208,0.008769991752934247,0.01993806383657093
0,"(1.5, 20.0, 0.7, 0.0)",0.17931317246995374,0.02186751341121629,0.009667744590801775
0,"(1.5, 20.0, 0.7, 0.0)",0.18228653858599406,0.02303810116543714,0.032298949351595496
0,"(1.5, 20.0, 0.7, 0.0)",0.18853290594196914,0.021779253917068475,0.04688790916901331
0,"(1.5, 20.0, 0.7, 0.0)",0.20543353490661143,0.0067016144132764355,0.027321653278949753
0,"(1.5, 20.0, 0.7, 0.0)",0.1856222150417451,0.023182007910470093,0.006265580293514983
0,"(1.5, 20.0, 0.7, 0.0)",0.18398562338163948,0.01531081021737657,0.02638301134586607
0,"(1.5, 20.0, 0.7, 0.0)",0.17629105579223697,0.02499742642853464,0.019169000570470773
0,"(1.5, 20.0, 0.7, 0.0)",0.20251253934903996,0.007895831200120718,0.03190147633914675
0,"(1.5, 20.0, 0.7, 0.0)",0.18306322315892895,0.01700690314000708,0.05370300279549811
0,"(1.5, 20.0, 0.7, 0.3)",0.20101629969200063,0.005829450670497116,0.004861513809861329
0,"(1.5, 20.0, 0.7, 0.3)",0.17449514896984158,0.01666618983059942,0.03869627020633515
0,"(1.5, 20.0, 0.7, 0.3)",0.19634662852302387,0.009981238638988255,0.017011771614640958
0,"(1.5, 20.0, 0.7, 0.3)",0.17149556885445955,0.0051239068050575876,0.007686844543059124
0,"(1.5, 20.0, 0.7, 0.3)",0.18149334646161538,0.011231265732121853,0.025086411403220765
0,"(1.5, 20.0, 0.7, 0.3)",0.18787383890350956,0.03429395282222125,0.03909074183863415
0,"(1.5, 20.0, 0.7, 0.3)",0.19854139759787426,0.008651517763308192,0.014731738814955042
0,"(1.5, 20.0, 0.7, 0.3)",0.19392995321934248,0.006074249170113011,0.004387293667886594
0,"(1.5, 20.0, 0.7, 0.3)",0.1867174290913013,0.01964113235100845,0.0169081981691519
0,"(1.5, 20.0, 0.7, 0.3)",0.17545102659832817,0.002624619356840996,0.006761931029749757
